importance_coverage,cv_score_mean,cv_store_std
0.8,0.0022146863106004577,0.0002689943567067995
0.85,0.0022022921000470633,0.0002714517737396962
0.9,0.0021929298230553666,0.0002817337558766187
0.95,0.002184639438811824,0.0002694257744106253
1.1,0.0022054683689990964,0.00027663976036818185
